MJD,UTC,EDR,rho_eff,jb08_rho,dtm2000_rho,nrlmsise00_rho
60070.300833333335,2023-05-06 07:13:12,26.322273522615433,-6.965045172841362e-15,6.022320602959074e-13,6.722947412624558e-13,7.575735089028596e-13
60070.30118055556,2023-05-06 07:13:42,16.16740906238556,-4.278001835615429e-15,6.049796678141207e-13,6.744702994058466e-13,7.518169015112065e-13
60070.30152777778,2023-05-06 07:14:12,6.948144569993019,-1.8385243491925107e-15,6.083270581106329e-13,6.763925931018862e-13,7.463344367580922e-13
60070.301875,2023-05-06 07:14:42,-1.5318555645644665,4.053389687746007e-16,6.122653754957149e-13,6.78059828379181e-13,7.412742663355546e-13
60070.30222222222,2023-05-06 07:15:12,-10.13019971549511,2.68051688497603e-15,6.167842880100492e-13,6.794952487685794e-13,7.367966028778311e-13
60070.30256944445,2023-05-06 07:15:42,-19.073098495602608,5.04686620225976e-15,6.21872140924953e-13,6.807452346110753e-13,7.330691143272288e-13
60070.30291666667,2023-05-06 07:16:12,-27.43644466623664,7.259862120888445e-15,6.275158365538992e-13,6.818759768858262e-13,7.302610678477437e-13
60070.30326388889,2023-05-06 07:16:42,-34.469845451414585,9.120945820416643e-15,6.337009058182286e-13,6.829695241978533e-13,7.285372457316251e-13
60070.303611111114,2023-05-06 07:17:12,-41.07060544192791,1.0867549945227861e-14,6.404114377008444e-13,6.841192072556072e-13,7.280517661944235e-13
60070.30395833333,2023-05-06 07:17:42,-49.06315144523978,1.298242972228249e-14,6.476298993859166e-13,6.854248671834456e-13,7.289422964762127e-13
60070.30430555555,2023-05-06 07:18:12,-58.93242875859141,1.559390483865999e-14,6.553369822640956e-13,6.869883962868984e-13,7.313251307569939e-13
60070.30465277778,2023-05-06 07:18:42,-69.38118007779121,1.8358712554660855e-14,6.635114730991658e-13,6.889098848875781e-13,7.352913088254104e-13
60070.305,2023-05-06 07:19:12,-79.19319185614586,2.095503483715574e-14,6.721301306091883e-13,6.912845508629695e-13,7.409038028795237e-13
60070.305347222224,2023-05-06 07:19:42,-88.36634601280093,2.338231122814249e-14,6.811676347393647e-13,6.94200618835245e-13,7.481958080597309e-13
60070.30569444445,2023-05-06 07:20:12,-97.4184576459229,2.577755897830844e-14,6.905964961841819e-13,6.977380215221082e-13,7.57169923767969e-13
60070.30604166666,2023-05-06 07:20:42,-106.3504051566124,2.8141010518311237e-14,7.003868558159095e-13,7.019677634179753e-13,7.677980496772726e-13
60070.30638888889,2023-05-06 07:21:12,-114.38595782965422,3.0267270140543187e-14,7.105064421474848e-13,7.069520748602747e-13,7.800222086108029e-13
60070.30673611111,2023-05-06 07:21:42,-120.3874555900693,3.185530557259214e-14,7.209204859945373e-13,7.127449569001232e-13,7.93756011380104e-13
60070.30708333333,2023-05-06 07:22:12,-124.06845477595924,3.282932195415158e-14,7.315917035909783e-13,7.193930291073032e-13,8.088868454578802e-13
60070.30743055556,2023-05-06 07:22:42,-126.6199803315103,3.350447224991929e-14,7.424802433682672e-13,7.269363770218646e-13,8.2527863644241e-13
60070.30777777778,2023-05-06 07:23:12,-130.01662565395236,3.4403246745465925e-14,7.535435968560757e-13,7.35409225927677e-13,8.427751418179663e-13
60070.308125,2023-05-06 07:23:42,-135.63334077224135,3.58894661819539e-14,7.647365122273049e-13,7.448403385917551e-13,8.612037644831074e-13
60070.30847222222,2023-05-06 07:24:12,-143.54078659787774,3.798182789721507e-14,7.760108782198252e-13,7.552530019066593e-13,8.803797744589412e-13
60070.30881944444,2023-05-06 07:24:42,-153.17781227082014,4.0531847715457815e-14,7.873156536871485e-13,7.666646254944937e-13,9.001109361186805e-13
60070.309166666666,2023-05-06 07:25:12,-163.92996761202812,4.3376938113617316e-14,7.985967665835186e-13,7.790858813368166e-13,9.202023680320672e-13
60070.30951388889,2023-05-06 07:25:42,-175.42216194421053,4.641784765321124e-14,8.097967752219129e-13,7.925192680988517e-13,9.404613428813166e-13
60070.30986111111,2023-05-06 07:26:12,-187.2559719234705,4.954915092006434e-14,8.208541494276335e-13,8.069572173371433e-13,9.607019569752309e-13
60070.310208333336,2023-05-06 07:26:42,-198.24120719358325,5.2455915786894245e-14,8.317014842747933e-13,8.22379833325723e-13,9.807495330875878e-13
60070.31055555555,2023-05-06 07:27:12,-207.1457561776042,5.4812117498125537e-14,8.422586284583501e-13,8.387523355504179e-13,1.0004445681504024e-12
60070.310902777775,2023-05-06 07:27:42,-214.38388601318,5.6727373839047676e-14,8.524684105665002e-13,8.560225076832148e-13,1.019646290792917e-12
60070.31125,2023-05-06 07:28:12,-221.96879083663225,5.873438910243888e-14,8.623337769855903e-13,8.741179949807861e-13,1.0382353405409766e-12
60070.31159722222,2023-05-06 07:28:42,-231.37548782676456,6.122346244966364e-14,8.718487640146521e-13,8.929438388926424e-13,1.0561157171422746e-12
60070.311944444446,2023-05-06 07:29:12,-242.05043091997504,6.404812198364506e-14,8.810029421039212e-13,9.123803332109776e-13,1.0732157970292993e-12
60070.31229166667,2023-05-06 07:29:42,-252.2468898035586,6.674617147645051e-14,8.897846240914434e-13,9.322817740884233e-13,1.0894887889582034e-12
60070.31263888889,2023-05-06 07:30:12,-259.3350037820637,6.862173264361641e-14,8.981821678193541e-13,9.524759815364e-13,1.1049122186295463e-12
60070.31298611111,2023-05-06 07:30:42,-260.18791104853153,6.88474174665512e-14,9.061848734243186e-13,9.727650945329613e-13,1.1194867931506853e-12
60070.31333333333,2023-05-06 07:31:12,-252.6167429499328,6.684403703010798e-14,9.137835403429057e-13,9.929275639742955e-13,1.1332343946354095e-12
60070.313680555555,2023-05-06 07:31:42,-236.3173892274499,6.253112177726421e-14,9.20970945271504e-13,1.0127216504937966e-12,1.1461954717498296e-12
60070.31402777778,2023-05-06 07:32:12,-213.1561568453908,5.6402508697504345e-14,9.277421357697751e-13,1.0318903338315949e-12,1.1584257492067563e-12
60070.314375,2023-05-06 07:32:42,-186.7119787186384,4.940520677169437e-14,9.340946110658657e-13,1.0501676812197255e-12,1.169992453136183e-12
60070.314722222225,2023-05-06 07:33:12,-160.1901398561895,4.2387355308937386e-14,9.400282481445977e-13,1.067286394465318e-12,1.180970019601249e-12
60070.31506944444,2023-05-06 07:33:42,-134.91174291819334,3.5698526685570666e-14,9.455453884465532e-13,1.082986796259083e-12,1.1914359678249971e-12
60070.315416666665,2023-05-06 07:34:12,-110.90830633416772,2.9347060883517886e-14,9.506508432080603e-13,1.0970266479409555e-12,1.2014667989134687e-12
60070.31576388889,2023-05-06 07:34:42,-88.26692794635892,2.3356004559640993e-14,9.553519847658584e-13,1.1091915432918893e-12,1.2111342863910591e-12
60070.31611111111,2023-05-06 07:35:12,-66.95165798068047,1.7715845169354874e-14,9.596587088496486e-13,1.1193050652749407e-12,1.220502023327608e-12
60070.316458333335,2023-05-06 07:35:42,-46.27591457590461,1.2244908676250921e-14,9.635834321722674e-13,1.1272382604900064e-12,1.229622542187545e-12
60070.31680555556,2023-05-06 07:36:12,-25.6444487683475,6.7856883240231925e-15,9.671410462465574e-13,1.1329176665121754e-12,1.2385349844186832e-12
60070.31715277778,2023-05-06 07:36:42,-6.155768044292927,1.6288563548736117e-15,9.70348906747219e-13,1.1363313427439806e-12,1.247263465322224e-12
60070.3175,2023-05-06 07:37:12,9.665622226893902,-2.5575866528434413e-15,9.732266544840936e-13,1.1375321204052095e-12,1.255815891432254e-12
60070.31784722222,2023-05-06 07:37:42,20.63967153057456,-5.461391640032457e-15,9.757959029093455e-13,1.136637744923085e-12,1.264183265427248e-12
60070.31819444445,2023-05-06 07:38:12,27.6285522505641,-7.310695040078976e-15,9.78080038358413e-13,1.1338280585964387e-12,1.2723397652986027e-12
60070.31854166667,2023-05-06 07:38:42,31.61498863250017,-8.365532094902049e-15,9.801041388376102e-13,1.129339334833392e-12,1.2802435755372254e-12
60070.31888888889,2023-05-06 07:39:12,33.218050468713045,-8.789712707358936e-15,9.818947861469388e-13,1.1234558634941273e-12,1.2878381536563437e-12
60070.319236111114,2023-05-06 07:39:42,33.552014999091625,-8.878081899260808e-15,9.834798679686973e-13,1.1164994844890378e-12,1.2950540259313885e-12
60070.31958333333,2023-05-06 07:40:12,34.237883511930704,-9.059567179035343e-15,9.84888444046368e-13,1.1088178827197732e-12,1.3018111825322388e-12
60070.31993055555,2023-05-06 07:40:42,36.62366468086839,-9.690860429593212e-15,9.861505315570543e-13,1.1007722733349523e-12,1.3080218611445177e-12
60070.32027777778,2023-05-06 07:41:12,40.873436115682125,-1.0815377656127505e-14,9.872970589068473e-13,1.0927255112390944e-12,1.3135940009956911e-12
60070.320625,2023-05-06 07:41:42,45.13600732758641,-1.1943281787123578e-14,9.883595844957166e-13,1.0850308270010458e-12,1.3184347943491369e-12
60070.320972222224,2023-05-06 07:42:12,45.92171187326312,-1.2151184332032674e-14,9.893702002879796e-13,1.0780221165320292e-12,1.322454782673016e-12
60070.32131944445,2023-05-06 07:42:42,41.0594535805285,-1.0864599090000959e-14,9.903611004908465e-13,1.0720054895515138e-12,1.3255717053345782e-12
60070.32166666666,2023-05-06 07:43:12,30.671968419104815,-8.116002798750714e-15,9.913644199549403e-13,1.0672527669763779e-12,1.327714706818421e-12
60070.32201388889,2023-05-06 07:43:42,15.04619137942791,-3.981320327322501e-15,9.924120713819346e-13,1.0639964913135937e-12,1.3288283534347824e-12
60070.32236111111,2023-05-06 07:44:12,-5.875504191964865,1.5546967124664945e-15,9.935356773472714e-13,1.0624262726717453e-12,1.328876358775801e-12
60070.32270833333,2023-05-06 07:44:42,-31.1957175321877,8.254590228469643e-15,9.947663100408455e-13,1.0626858320009318e-12,1.327844432343197e-12
60070.32305555556,2023-05-06 07:45:12,-58.4433324187994,1.5464486758660332e-14,9.961344738619324e-13,1.0648708305581252e-12,1.325742611562138e-12
60070.32340277778,2023-05-06 07:45:42,-84.61608206480742,2.2389966938983315e-14,9.976700064185467e-13,1.0690268710273542e-12,1.3226065216463418e-12
60070.32375,2023-05-06 07:46:12,-108.18672505393624,2.862691273438156e-14,9.994021525634416e-13,1.0751477697089306e-12,1.3184978127643224e-12
60070.32409722222,2023-05-06 07:46:42,-128.7174760363996,3.405948328731478e-14,1.0013595165308869e-12,1.0831738355562454e-12,1.313503411466163e-12
60070.32444444444,2023-05-06 07:47:12,-146.02091802284122,3.8638086840600503e-14,1.0035700931777647e-12,1.0929905952080683e-12,1.307733926180046e-12
60070.324791666666,2023-05-06 07:47:42,-160.76068936288357,4.253832642790446e-14,1.0060612444472215e-12,1.1044282798432438e-12,1.301321191240252e-12
60070.32513888889,2023-05-06 07:48:12,-174.0819366015494,4.606321529041775e-14,1.0088598012276472e-12,1.1172628655082138e-12,1.2944153591472677e-12
60070.32548611111,2023-05-06 07:48:42,-186.77740351855755,4.942251860026683e-14,1.011992094688307e-12,1.1312191543241753e-12,1.2871814948325916e-12
60070.325833333336,2023-05-06 07:49:12,-199.7015303298831,5.2842326808819644e-14,1.0154842136803256e-12,1.1459768018776954e-12,1.2797961948763634e-12
60070.32618055555,2023-05-06 07:49:42,-214.05329948663712,5.6639898488982436e-14,1.0193623768721187e-12,1.1611795358476147e-12,1.2724441855675736e-12
60070.326527777775,2023-05-06 07:50:12,-230.845581240952,6.108324571251898e-14,1.023653618708123e-12,1.1764476797773665e-12,1.2653151117018126e-12
60070.326875,2023-05-06 07:50:42,-250.40537923946977,6.625889577611545e-14,1.0283869135503888e-12,1.191393401346527e-12,1.2586004471277078e-12
60070.32722222222,2023-05-06 07:51:12,-272.5143873654306,7.210908345810765e-14,1.0335953590806136e-12,1.2056378402283996e-12,1.2524906988078236e-12
60070.327569444446,2023-05-06 07:51:42,-296.3709888868034,7.842169574534321e-14,1.0393203644294356e-12,1.2188286010449534e-12,1.247172740106531e-12
60070.32791666667,2023-05-06 07:52:12,-320.72806921973825,8.486673798881278e-14,1.0456201723511504e-12,1.2306558522970288e-12,1.2428270053918332e-12
60070.32826388889,2023-05-06 07:52:42,-344.30882812291384,9.110636052101492e-14,1.0525891639402787e-12,1.2408654758911503e-12,1.2396242386556765e-12
60070.32861111111,2023-05-06 07:53:12,-364.9832031801343,9.657693494043527e-14,1.0604075156836046e-12,1.2492680321584312e-12,1.2377208170991975e-12
60070.32895833333,2023-05-06 07:53:42,-377.869473669678,9.998672611945368e-14,1.0694934525779545e-12,1.2557425420943503e-12,1.2372489663164827e-12
60070.329305555555,2023-05-06 07:54:12,-368.42811807990074,9.748848188081837e-14,1.0811055974847103e-12,1.2602357306387118e-12,1.2382890876042008e-12
60070.32965277778,2023-05-06 07:54:42,-264.1378928646445,6.989260840560484e-14,1.0998261374133908e-12,1.2627567940735412e-12,1.2408492795340268e-12
60070.33,2023-05-06 07:55:12,-342.41616024821997,9.060554826279177e-14,1.0817453536995128e-12,1.2633693174129467e-12,1.2473167652471302e-12
60070.330347222225,2023-05-06 07:55:42,-369.01560317352414,9.764393426649252e-14,1.0553910676491256e-12,1.2621816462895563e-12,1.2538145257760633e-12
60070.33069444444,2023-05-06 07:56:12,-368.0116718746722,9.737828750004108e-14,1.0476244950852976e-12,1.259337082598006e-12,1.2622179465893753e-12
60070.331041666665,2023-05-06 07:56:42,-370.4771736226976,9.803067533553569e-14,1.0438360622137081e-12,1.2550049329084067e-12,1.2726745105984895e-12
60070.33138888889,2023-05-06 07:57:12,-373.0873536467552,9.872134598604731e-14,1.0416058027680931e-12,1.2493731063727543e-12,1.285097826706983e-12
60070.33173611111,2023-05-06 07:57:42,-374.0499168410897,9.89760464823587e-14,1.040282468133369e-12,1.2426426307644461e-12,1.2994003053991101e-12
60070.332083333335,2023-05-06 07:58:12,-373.1781896650791,9.874538178866912e-14,1.0396206092597004e-12,1.235023929589974e-12,1.3154642178030266e-12
60070.33243055556,2023-05-06 07:58:42,-370.7216749712825,9.809537198631136e-14,1.039504165898987e-12,1.2267342345593802e-12,1.333130842439032e-12
60070.33277777778,2023-05-06 07:59:12,-366.6487282179296,9.701764372323762e-14,1.0398673859524527e-12,1.2179958640306055e-12,1.3521960730785216e-12
60070.333125,2023-05-06 07:59:42,-360.9333866201341,9.550532707731175e-14,1.0406665662425796e-12,1.2090347148956611e-12,1.3724089417372099e-12
60070.33347222222,2023-05-06 08:00:12,-353.71624928712845,9.359562548942287e-14,1.0418681807378642e-12,1.200078400287885e-12,1.393472182899075e-12
60070.33381944445,2023-05-06 08:00:42,-345.2943911142647,9.13671469135559e-14,1.0434435470242467e-12,1.191354042771112e-12,1.4150451841678917e-12
60070.33416666667,2023-05-06 08:01:12,-336.12068400904536,8.893972420877428e-14,1.0453658651736766e-12,1.18308490823646e-12,1.4367486650558685e-12
60070.33451388889,2023-05-06 08:01:42,-327.09428634122014,8.655128054145896e-14,1.0476087926534963e-12,1.1754864327559203e-12,1.4581718512746733e-12
60070.334861111114,2023-05-06 08:02:12,-319.18307437747717,8.445792228150278e-14,1.0501455604745497e-12,1.1687613275981451e-12,1.4788816401743137e-12
60070.33520833333,2023-05-06 08:02:42,-313.07834342494607,8.284257067382763e-14,1.0529483428162122e-12,1.1630939495425965e-12,1.4984335946328644e-12
60070.33555555555,2023-05-06 08:03:12,-309.53801054880023,8.190577551485076e-14,1.0559880331575656e-12,1.158644468881935e-12,1.5163848467294153e-12
60070.33590277778,2023-05-06 08:03:42,-309.15505651012063,8.180444337968266e-14,1.05923390355972e-12,1.1555426930836e-12,1.5323079558926531e-12
60070.33625,2023-05-06 08:04:12,-311.98714393377304,8.25538321747739e-14,1.062653555773226e-12,1.1538822588587086e-12,1.5458057419545461e-12
60070.336597222224,2023-05-06 08:04:42,-317.8485802412033,8.410480643328194e-14,1.0662128301622997e-12,1.1537151972966164e-12,1.5565261191798316e-12
60070.33694444445,2023-05-06 08:05:12,-325.01970148831606,8.600233186485795e-14,1.0698758002975296e-12,1.1550472871461378e-12,1.5641764385890779e-12
60070.33729166666,2023-05-06 08:05:42,-331.88042161241174,8.781772313573326e-14,1.0736049252659664e-12,1.1578345549015616e-12,1.5685367519325898e-12
60070.33763888889,2023-05-06 08:06:12,-340.05252201110125,8.998011417634622e-14,1.0773611982242085e-12,1.1619810354648746e-12,1.5694710770626661e-12
60070.33798611111,2023-05-06 08:06:42,-350.4126610532403,9.272147450616039e-14,1.0811041670598833e-12,1.1673379373648248e-12,1.5669358133270588e-12
60070.33833333333,2023-05-06 08:07:12,-360.86144703254104,9.548629139344992e-14,1.0847918803644534e-12,1.1737045211924732e-12,1.5609847547030652e-12
60070.33868055556,2023-05-06 08:07:42,-369.11727087944746,9.76708362042665e-14,1.0883812674913772e-12,1.180831445157863e-12,1.551770859650008e-12
60070.33902777778,2023-05-06 08:08:12,-373.6219862513244,9.88628132585646e-14,1.091828365988715e-12,1.1884261630700002e-12,1.5395436196703766e-12
60070.339375,2023-05-06 08:08:42,-373.53172309696674,9.883892903948282e-14,1.0950886284052479e-12,1.1961606964306353e-12,1.524642179312921e-12
60070.33972222222,2023-05-06 08:09:12,-368.3537671715021,9.746880814575163e-14,1.0981171663475126e-12,1.2036815810440036e-12,1.507484126377087e-12
60070.34006944444,2023-05-06 08:09:42,-357.823800958693,9.468251043944996e-14,1.1008690533443772e-12,1.2106218848215581e-12,1.4885505123431144e-12
60070.340416666666,2023-05-06 08:10:12,-342.24994050711393,9.056156543568428e-14,1.1032996510217338e-12,1.216614832037483e-12,1.468367742514125e-12
60070.34076388889,2023-05-06 08:10:42,-322.78286342322826,8.541044993056068e-14,1.1053649583930461e-12,1.22130840289587e-12,1.4474872762708178e-12
60070.34111111111,2023-05-06 08:11:12,-301.28749429807067,7.972263512858357e-14,1.107021837202669e-12,1.2243799475287166e-12,1.4264640675638332e-12
60070.341458333336,2023-05-06 08:11:42,-279.9432371854782,7.407480555025255e-14,1.1082284702849975e-12,1.2255502848512468e-12,1.4058353738799483e-12
60070.34180555555,2023-05-06 08:12:12,-260.5362445525825,6.893958878256023e-14,1.1089445004709314e-12,1.2245957531221757e-12,1.3861003801429292e-12
60070.342152777775,2023-05-06 08:12:42,-243.58549972996116,6.445431119810584e-14,1.1091314347414092e-12,1.2213579817560619e-12,1.367702339429173e-12
60070.3425,2023-05-06 08:13:12,-228.8397322818637,6.055248500152099e-14,1.1087529885135232e-12,1.2157503451015163e-12,1.3510135595528481e-12
60070.34284722222,2023-05-06 08:13:42,-216.39260349422693,5.725889357965623e-14,1.1077754429099722e-12,1.2077607450220888e-12,1.3363237959996371e-12
60070.343194444446,2023-05-06 08:14:12,-206.0698947347701,5.4527437546653265e-14,1.106167996265502e-12,1.1974505525389546e-12,1.323832204809462e-12
60070.34354166667,2023-05-06 08:14:42,-197.03347269818187,5.2136341366012927e-14,1.1039030720890997e-12,1.1849498826755307e-12,1.313642813103267e-12
60070.34388888889,2023-05-06 08:15:12,-188.7149049602449,4.993519411259305e-14,1.100956619975306e-12,1.1704496576944219e-12,1.305763301451516e-12
60070.34423611111,2023-05-06 08:15:42,-181.18033335357904,4.794149734649314e-14,1.097308377529745e-12,1.1541911455383491e-12,1.3001068035326664e-12
60070.34458333333,2023-05-06 08:16:12,-173.98388404026628,4.6037269943483226e-14,1.092942008333521e-12,1.1364536960406436e-12,1.2964962880030016e-12
60070.344930555555,2023-05-06 08:16:42,-166.07921865209937,4.394564395010256e-14,1.087845290340526e-12,1.1175417457719811e-12,1.2946714184712728e-12
60070.34527777778,2023-05-06 08:17:12,-157.04962009191513,4.155635330580196e-14,1.082010206743682e-12,1.0977717799711898e-12,1.2942974542065915e-12
60070.345625,2023-05-06 08:17:42,-147.36707329377532,3.899428830107309e-14,1.0754330228091555e-12,1.0774600908633079e-12,1.2949760682434845e-12
60070.345972222225,2023-05-06 08:18:12,-137.49540482461452,3.638218046928019e-14,1.0681142243867867e-12,1.0569118016041977e-12,1.2962577599342652e-12
60070.34631944444,2023-05-06 08:18:42,-127.42053273320198,3.371630363432529e-14,1.0600582828559342e-12,1.036411554391565e-12,1.2976556643195862e-12
60070.346666666665,2023-05-06 08:19:12,-116.91371252760293,3.093613051242361e-14,1.0512735346736586e-12,1.0162164047192682e-12,1.2986609576891232e-12
60070.34701388889,2023-05-06 08:19:42,-105.52942634001374,2.7923774171358052e-14,1.041771950519654e-12,9.965507722915375e-13,1.2987594622168325e-12
60070.34736111111,2023-05-06 08:20:12,-92.40913605690002,2.445205982935168e-14,1.0315686669913565e-12,9.776032786023296e-13,1.2974491456354009e-12
60070.347708333335,2023-05-06 08:20:42,-77.12884379923344,2.0408794883509302e-14,1.02068164811265e-12,9.595256628963304e-13,1.2942587296596928e-12
60070.34805555556,2023-05-06 08:21:12,-60.67914441972971,1.6056097189692474e-14,1.0091309564245522e-12,9.424331062667985e-13,1.288766570879288e-12
60070.34840277778,2023-05-06 08:21:42,-44.7707426995039,1.1846630385319323e-14,9.969375822823975e-13,9.26405750027991e-13,1.2806194052259667e-12
60070.34875,2023-05-06 08:22:12,-30.977020513266325,8.196721571545143e-15,9.841215426257704e-13,9.114912648362926e-13,1.2695504605131677e-12
60070.34909722222,2023-05-06 08:22:42,-21.01280726864934,5.5601257888535846e-15,9.70697206527835e-13,8.977080063343791e-13,1.2553957777376716e-12
60070.34944444445,2023-05-06 08:23:12,-16.7202325463295,4.424282533404276e-15,9.566695039205204e-13,8.850486291224167e-13,1.2381077277370245e-12
60070.34979166667,2023-05-06 08:23:42,-19.17054635286331,5.0726515405678e-15,9.421306657081163e-13,8.734839096776432e-13,1.2177643257501588e-12
60070.35013888889,2023-05-06 08:24:12,-27.8369465097785,7.365837519619813e-15,9.271947967715106e-13,8.629664165674101e-13,1.1945726949888154e-12
60070.350486111114,2023-05-06 08:24:42,-40.760697316378355,1.0785546234870977e-14,9.119592714801424e-13,8.53434382248252e-13,1.1688660790539902e-12
60070.35083333333,2023-05-06 08:25:12,-56.51893914863467,1.495527975397309e-14,8.965133350477368e-13,8.448152454609798e-13,1.1410930226298544e-12
60070.35118055555,2023-05-06 08:25:42,-75.41868176683784,1.99562748609406e-14,8.809403286179598e-13,8.370289032271407e-13,1.1117987334300984e-12
60070.35152777778,2023-05-06 08:26:12,-97.70571127906442,2.58535681622862e-14,8.65318474935651e-13,8.299905015773798e-13,1.0815992247559237e-12
60070.351875,2023-05-06 08:26:42,-122.85880463942884,3.250924064213918e-14,8.497211510006403e-13,8.236127808051457e-13,1.0511499851771312e-12
60070.352222222224,2023-05-06 08:27:12,-150.5384014993906,3.9833442418632066e-14,8.342171078977452e-13,8.178081308689959e-13,1.0211118522845553e-12
60070.35256944445,2023-05-06 08:27:42,-180.78566316887736,4.783706504270832e-14,8.188704526522355e-13,8.12490043975608e-13,9.921166208225235e-13
60070.35291666666,2023-05-06 08:28:12,-213.79385052993896,5.657124660365434e-14,8.037407582714929e-13,8.0757427749229e-13,9.647356833699627e-13
60070.35326388889,2023-05-06 08:28:42,-249.69475983455777,6.607086124894373e-14,7.888830052109412e-13,8.02979414305928e-13,9.394537843694574e-13
60070.35361111111,2023-05-06 08:29:12,-288.69931415095925,7.639172059746734e-14,7.743477147305326e-13,7.986272252197972e-13,9.16650020724272e-13
60070.35395833333,2023-05-06 08:29:42,-331.49441081658006,8.771558216269527e-14,7.601809889278232e-13,7.944425862557158e-13,8.965865079840181e-13
60070.35430555556,2023-05-06 08:30:12,-378.5069438703358,1.0015540489030937e-13,7.464246090743175e-13,7.903532350668926e-13,8.794048620670869e-13
60070.35465277778,2023-05-06 08:30:42,-427.9118643179536,1.1322826891866328e-13,7.331160854367822e-13,7.862893723801109e-13,8.651296544446958e-13
60070.355,2023-05-06 08:31:12,-476.8553790152073,1.2617904197749917e-13,7.202889423521462e-13,7.821835954364608e-13,8.536781273723093e-13
60070.35534722222,2023-05-06 08:31:42,-523.7907168380916,1.3859843834377766e-13,7.079729196815429e-13,7.779710055063952e-13,8.448746108786481e-13
60070.35569444444,2023-05-06 08:32:12,-567.7770434096456,1.5023750710791779e-13,6.961942352677128e-13,7.735898178520859e-13,8.384686147871889e-13
60070.356041666666,2023-05-06 08:32:42,-607.6586224474013,1.6079043291516436e-13,6.849757826730679e-13,7.689824698576563e-13,8.341552449390971e-13
60070.35638888889,2023-05-06 08:33:12,-642.5943770594895,1.7003466133682533e-13,6.743373357175446e-13,7.640973682732528e-13,8.315967487987099e-13
60070.35673611111,2023-05-06 08:33:42,-672.2052185051143,1.7786988302075104e-13,6.642957696399844e-13,7.588912543888523e-13,8.304438001538346e-13
60070.357083333336,2023-05-06 08:34:12,-696.770688418299,1.843700665056769e-13,6.548653593351328e-13,7.533321127728919e-13,8.303551015169931e-13
60070.35743055555,2023-05-06 08:34:42,-717.4437403157353,1.898402908083925e-13,6.460579143180399e-13,7.474020977632154e-13,8.310135778392615e-13
60070.357777777775,2023-05-06 08:35:12,-735.9481051564217,1.947366663779034e-13,6.378829910823944e-13,7.411004156468327e-13,8.321382722669637e-13
60070.358125,2023-05-06 08:35:42,-753.4935577213764,1.993793075079661e-13,6.303479898087156e-13,7.344455668699806e-13,8.334910595051467e-13
60070.35847222222,2023-05-06 08:36:12,-769.401106286794,2.0358854856201516e-13,6.234582601727809e-13,7.274767305250656e-13,8.348783444242681e-13
60070.358819444446,2023-05-06 08:36:42,-781.1878251135349,2.067073912029176e-13,6.172171352191157e-13,7.202539129697361e-13,8.361483735334693e-13
60070.35916666667,2023-05-06 08:37:12,-786.6591977365315,2.081551520676422e-13,6.116259867743127e-13,7.128568117059191e-13,8.371855650299917e-13
60070.35951388889,2023-05-06 08:37:42,-784.8932935409248,2.076878823052965e-13,6.066840716841738e-13,7.053821539299004e-13,8.379031970740025e-13
60070.35986111111,2023-05-06 08:38:12,-775.6299517042935,2.0523674166624134e-13,6.023879785139394e-13,6.979395349939888e-13,8.38235875079044e-13
60070.36020833333,2023-05-06 08:38:42,-759.4627271331847,2.0095878864822046e-13,5.987307258608985e-13,6.906463052450636e-13,8.38133320862464e-13
60070.360555555555,2023-05-06 08:39:12,-737.608528368175,1.951760251842755e-13,5.956998693354786e-13,6.836215945377212e-13,8.375559465743446e-13
60070.36090277778,2023-05-06 08:39:42,-710.9137823395431,1.8811242135813935e-13,5.932740802903668e-13,6.769800893677116e-13,8.364727057092053e-13
60070.36125,2023-05-06 08:40:12,-679.4656682275236,1.797910453492359e-13,5.9141748753103e-13,6.708259552171929e-13,8.348612043551315e-13
60070.361597222225,2023-05-06 08:40:42,-643.1201565340161,1.701737860134185e-13,5.900780429457748e-13,6.652474984805574e-13,8.327108337078458e-13
60070.36194444444,2023-05-06 08:41:12,-599.9873733818531,1.587605704024238e-13,5.893006202538869e-13,6.603125817967722e-13,8.300328010985414e-13
60070.362291666665,2023-05-06 08:41:42,-523.7969837635756,1.3860009661311571e-13,5.922666499666659e-13,6.560654557565389e-13,8.268955679298652e-13
60070.36263888889,2023-05-06 08:42:12,-306.52501091733575,8.110851617017926e-14,5.943605794718933e-13,6.525248391913587e-13,8.226352612470937e-13
60070.36298611111,2023-05-06 08:42:42,-289.35715274885297,7.656578897901621e-14,6.018702133555804e-13,6.496837245429101e-13,8.179054610580288e-13
60070.363333333335,2023-05-06 08:43:12,-250.80013382434845,6.636335041273732e-14,6.019037540469582e-13,6.475107453217626e-13,8.130551124332228e-13
60070.36368055556,2023-05-06 08:43:42,-220.62475921586156,5.837874957364391e-14,6.002799784300298e-13,6.459530458669252e-13,8.076549748317803e-13
60070.36402777778,2023-05-06 08:44:12,-196.57090816274285,5.2013943774409795e-14,5.985945693717483e-13,6.449402604853538e-13,8.017555156992517e-13
60070.364375,2023-05-06 08:44:42,-176.41454584524035,4.6680438902919766e-14,5.972690701820537e-13,6.443897260396363e-13,7.953955906812572e-13
60070.36472222222,2023-05-06 08:45:12,-159.28308076411486,4.214734155992333e-14,5.964533296888621e-13,6.442124279632491e-13,7.886107578640458e-13
