UTC,x,y,z,xv,yv,zv,accx,accy,accz,nc_accx,nc_accy,nc_accz,Computed Density,JB08,DTM2000,NRLMSISE00
2024-05-08 22:37:42,1966857.873901756,-2681316.2508364674,5997873.432102197,-3688.68508013662,5557.761609217394,3680.653199770183,,,,-1.7160822807227305e-07,1.8916412303227048e-07,-2.1019246787545853e-08,1.3585567654016197e-12,5.386879479813878e-13,6.376854704641668e-13,6.049509813497076e-13
2024-05-08 22:38:42,1741344.108766154,-2342158.3842501654,6205228.57366265,-3825.6632890609367,5743.323970377774,3228.6303047214496,,,,-2.0071920037167956e-07,2.85278616285467e-07,1.0928492422124236e-07,2.3349416877945485e-12,5.563258621836762e-13,6.681451838111932e-13,6.243279252964267e-13
2024-05-08 22:39:42,1508117.3327298132,-1992626.3832567388,6385022.674417332,-3945.691277930235,5903.439548381407,2762.2897507475013,,,,-2.3091125944674218e-07,2.3724381614798062e-07,-2.2721467374253734e-08,1.9023930333108513e-12,5.758020650768907e-13,6.987001662196088e-13,6.437420383228546e-13
2024-05-08 22:40:42,1268210.7591043343,-1634268.7162177567,6536458.098779735,-4048.241667344272,6037.4051028931535,2283.6887208172634,,,,-7.118080880275102e-08,9.12429491961575e-08,9.145417045886006e-08,8.87580476772652e-13,5.972673777664675e-13,7.287033559860689e-13,6.640660458027429e-13
2024-05-08 22:41:42,1022686.9357333651,-1268672.6089136,6658862.271685215,-4132.864444486568,6144.632631653626,1794.9365410666542,,,,-1.0286267149162143e-07,2.3774373714147146e-07,-1.451111462102972e-07,1.3743952436842813e-12,6.209073695241573e-13,7.579925662500086e-13,6.863127827083735e-13
2024-05-08 22:42:42,772633.0760106527,-897457.0882950794,6751690.434366218,-4199.187322475482,6224.6496232672225,1298.183109105942,,,,-1.0896418889405624e-07,1.9269842277402915e-07,-1.51044609708606e-07,1.235265551505844e-12,6.470287913475476e-13,7.870579171623966e-13,7.114458119422664e-13
2024-05-08 22:43:42,519156.38610133785,-522266.0782860038,6814527.892136842,-4246.916405299215,6277.099396305656,795.6129213597942,,,,-1.3944855958847313e-07,1.4180436735955482e-07,-1.2432850660104577e-07,1.1699426951463337e-12,6.765035939716874e-13,8.169774048544705e-13,7.402077919316259e-13
2024-05-08 22:44:42,263379.32661965257,-144761.3363820485,6847091.853325387,-4275.837236963407,6301.7444419482445,289.43666660360645,,,,-6.220150405855662e-08,7.314771433009071e-08,-1.5793688490362e-07,5.754131084610404e-13,7.160635318075665e-13,8.49112862006865e-13,7.728780638911956e-13
2024-05-08 22:45:42,6434.81064389176,233384.735955301,6849232.707351131,-4285.816163741089,6298.467531626691,-218.1186261901685,,,,-1.2983362543579624e-07,1.7416553954596736e-07,-1.2410652061589644e-07,1.4212476478785999e-12,7.957683921314967e-13,8.846722728810614e-13,8.092005031947275e-13
2024-05-08 22:46:42,-250538.67812661635,610496.297295282,6820934.724987284,-4276.801089873334,6267.271165612431,-724.818543076269,,,,-3.1337733352732045e-08,3.4480563848582335e-08,5.3895064411335625e-08,2.6347659820845676e-13,8.091841676496499e-13,9.243033291632436e-13,8.498970190579842e-13
